	log2FoldChange
101111649	2.25223038
105602321	2.113649173
101114529	0.97270754
101121769	-0.952228273
114110135	-1.564965665
101109809	1.160433257
101111800	1.294565603
106991843	1.098635431
101110985	0.724135503
101118007	0.86756727
101103485	2.227680545
114110060	-6.276898838
106990099	0.559402211
101121392	2.598250697
106991991	-1.424895153
101109794	1.366423736
114110805	-1.565655032
114117356	1.874429477
101107775	0.894096415
101111260	1.690187607
101108247	-1.147896134
101105928	1.501276804
101111585	-0.86562161
101108351	0.703315729
654404	1.164565276
101104593	1.141410033
100885768	1.688260694
114115290	-2.274545564
114114119	-1.591443511
114114497	4.809440446
101113589	1.175765806
101119990	-0.582486036
101107947	-4.421140374
443066	2.130826178
101103854	-1.406485818
101103397	0.583658155
101111396	-3.07037912
114116464	-7.07506218
114108638	-5.686622629
101114342	-0.752296847
101112873	-1.844577799
101107068	1.11988051
101109444	0.837059021
101104107	1.107535022
101122503	-0.903425646
101110414	-2.335347959
101122632	1.062449232
101113806	-0.591096569
101102337	0.868001903
101109058	-3.237350707
101117759	-1.750218415
101103901	-1.938625001
101118300	0.726124439
101112521	1.160931704
101108523	-0.76026471
101107578	0.614112894
101111814	0.706648999
101106771	0.55943238
101110689	-0.85385849
101123313	0.619893234
101105716	0.842740299
114113995	2.218961091
100422799	-1.777233162
443446	-0.960306727
101105143	1.056401138
101109414	0.848975298
443213	3.062427013
101118536	-2.383947302
101118105	0.833171997
114111207	1.39851219
101108178	0.841556465
101121436	-2.532279489
101119885	-1.822759688
101105694	-1.972723485
101119193	0.713977075
101119992	-2.534581943
101109544	-1.572767172
101121296	-2.53185331
101108467	2.247618375
101107494	-1.099146242
101108244	0.861900673
101110467	1.069250965
101116564	-2.438030438
101120138	-1.088407594
105616742	0.828335307
101123054	-1.558641651
101120114	4.902439434
101123126	-0.608878457
101115598	-2.824470901
101121868	2.378267724
101113847	-1.627473594
101113945	0.642929169
101123576	-3.151647594
105606593	-2.680588299
100048994	1.824647089
101117884	-1.291588856
101111125	-0.516267517
101109046	-0.781121121
101121070	1.171716259
101116489	0.648349896
101104048	0.788079497
101122259	0.701251013
101101863	-0.761962644
101122245	0.80257772
114108621	-0.461157194
101106476	0.86977386
105616290	-2.550946983
101120343	-0.861908557
101104162	-1.146331662
101111614	0.853459956
101102559	-1.473503854
101107672	1.468798861
101115533	0.845313905
101118720	-1.507016835
101120571	-0.88645314
101111244	0.595636891
114116381	-1.610721123
100302099	0.915981129
101111551	-1.093670994
101117336	0.554399464
100307039	0.995623387
101104366	0.672414126
101106401	1.112273673
677670	-1.173782466
101112421	0.638250394
101114384	0.819151975
101106425	-1.084161778
101106495	0.588832445
101111622	0.715027384
101123423	-0.963094906
101120555	0.646319433
101120623	0.984690577
105611838	0.551306748
100170319	-2.444650812
768095	-1.985873522
114108643	2.518306128
101119156	-1.494223373
101113622	-1.234385922
114108778	0.482024267
101123215	-0.922867444
105601868	0.767713077
100037675	0.459526448
101115717	6.876754826
101110853	0.476132948
105603615	-2.221787284
101122299	0.523268901
101111909	0.676416755
101122564	-1.422925784
105611014	-1.961017541
101108705	-1.733279934
101119101	1.040326702
101114882	-1.004569772
101118373	-1.152528476
101102400	2.14896429
101112724	0.939226927
101106185	0.85371514
101119095	0.779766256
101123398	0.772665967
100174988	-0.930178377
101107368	1.199373017
101112864	0.546733154
101113380	0.867306581
101113511	0.908537921
114116088	1.741470787
105603415	0.91949289
101116082	-3.3933015
101102269	-2.003720059
101102003	-0.858744275
101116949	0.781151032
101111978	-1.2777103
101112338	1.382296046
101106648	-0.957958624
780464	0.53004372
114115312	0.836369891
101119402	-2.354803441
654332	0.859303917
101113863	0.932375684
101109832	1.243609116
101110018	-1.287846174
101112561	2.690731049
101106768	-0.79838838
101103642	0.579425023
101118587	1.07941027
101103644	-4.653410618
106990949	1.797437482
101104239	1.681185248
101113686	-0.972837539
101118419	-1.335462737
114113616	-4.08253523
101116399	0.664522015
105612806	-1.537905643
101112792	0.862889426
101108098	2.312145947
114109334	-3.654174279
101109057	1.489443556
101122001	-1.349253807
101113002	-2.769171926
101107838	-1.732955586
101117829	0.700970863
101110772	1.16581111
105602111	0.782747942
101107061	0.732362565
101114184	-0.831132856
101105645	-1.231715419
101103811	-2.347541789
114112944	-1.243087181
101123319	-2.407578161
101106569	1.964616851
101119787	-1.002112471
443228	-0.946096636
114110434	-3.49298444
101116852	1.499693666
101119685	-0.729722366
101110512	-1.443193015
101123160	0.778442348
101120396	1.053461574
101105377	-1.138702025
101108688	-1.339333836
101122940	2.200844504
114118465	-1.04401827
101117476	-1.701023459
101108195	2.336089751
101110067	1.367837763
101117965	0.605190098
114108616	-2.285715396
101102387	1.077347331
101108571	1.510149374
101110330	0.773589589
100137071	0.846126875
101107063	1.196412933
114116115	-7.511640905
101118437	1.807552015
101117595	1.539581458
101103162	0.702939689
101108116	-3.163262375
101117141	0.901662554
101120836	-0.804909246
101105318	0.808155314
101109953	-0.97452458
101119264	0.580146891
114110282	1.937748714
101114506	-2.552588421
101103925	-1.123897009
101122984	-2.694704176
101108386	-0.842693981
101119870	7.208499082
101114131	1.125048803
101118541	-1.091119842
101109846	0.979763755
101122645	-1.454971327
443238	-2.597607664
101111020	-2.446608459
101110818	0.8923431
101104227	0.800261016
101123392	0.976597118
114115369	-3.384550818
100216328	-3.974914178
101122941	1.115653582
101109364	0.982256021
101115156	-2.039394137
101122767	0.611535136
106991623	-2.582067549
101108755	-0.528827451
101121731	0.801170685
101121480	-0.635048483
101103789	0.745349431
101105589	0.984921143
101102429	0.835310327
101111656	-1.462357772
101118190	-1.21292974
101103956	-1.000704323
101114675	-0.619844332
101110262	1.664021271
101103652	-1.744026877
101105683	-1.07933742
101107753	1.049186453
105608309	-1.512696097
101111563	0.958530088
101103683	-1.153270479
101115116	-0.581696257
101108671	0.887976604
100302548	0.801164207
101112171	0.613063321
101108772	0.768866212
101116847	0.613758272
114117561	-1.303046833
101109623	0.826082232
101114530	0.542089692
101114833	-3.474212301
101121744	-0.829962763
101108012	1.483542979
101116264	0.563626549
101111633	0.827620175
101117263	0.690083013
101106075	-1.214823645
100188916	0.596829679
101101945	0.81880071
101104185	-0.876176227
114110424	2.516303203
101104068	0.840478832
101123417	4.590194834
101110186	0.759346698
101122030	-1.195424228
101104225	0.670938922
101103356	-1.249193731
101123224	-0.669806931
101115258	-0.693635414
101102346	-0.87515871
101105073	1.17887572
101114871	1.268531762
101112518	1.146234997
101118588	-1.00979802
114108840	-1.760262126
105603234	-4.135710616
101111783	0.989787507
101122997	2.674431905
101115013	-2.700724481
114113902	1.969254492
101108560	-1.616268455
101115118	-1.659338935
101110679	0.876517782
101103622	1.65486164
101121534	0.743538548
101111451	-1.391966547
101121000	1.27800643
101121885	-0.735710039
101121148	0.813955558
101110380	-2.123451062
101120214	-0.975322108
101108890	-1.65023576
101120250	2.25545987
101102203	-0.933668804
101105030	0.66805335
105607800	-2.033012614
101109168	0.655148043
101119390	0.708517696
101110322	-3.147552461
100137068	-2.371549624
101117839	-0.80832066
101117588	0.556841831
101109468	0.972803881
114114923	-3.542705778
101112424	0.836482238
101110724	1.136262744
105602098	-2.438601885
101116687	-1.204704477
101122380	-2.6930402
105611786	-2.201471982
443351	0.508644403
101119467	-1.190633
101117602	1.719528822
101122939	2.813456565
101121353	0.711085762
101111844	1.032784563
101108354	1.704685895
101115347	1.213582363
101110385	-0.90463588
101106189	-1.023597779
114110642	-0.653945903
101117658	-7.447565041
101104846	0.819448983
101105901	0.936255316
101111042	0.600336077
101108370	0.557727591
101119269	0.680612515
101104187	1.452559395
105611619	-0.842388831
101117194	0.900848421
101119968	1.703302098
114114489	5.923504638
100272002	1.281150882
101110118	0.669136148
101121563	-1.277604861
101114636	-0.836599188
101118736	1.492820657
105608416	-0.99061307
101104544	-2.036154897
101112319	0.542469528
114113922	0.834954056
101110708	1.091153689
101108960	-6.848597019
101102114	-1.275980863
101107403	-1.713508566
101110299	0.639687789
101104477	0.933187754
101123048	-1.562699182
114118763	-1.326531463
101112104	0.561211592
101106579	0.965678773
101112234	-2.239743893
101109056	0.987887147
101117905	0.753123991
101107176	0.971304345
101112746	-1.250056457
101115078	3.121925867
101105708	0.548110775
114110944	-1.696236951
101122347	0.73411069
101109066	0.699490791
101121240	3.561834361
101112564	1.679158312
100302554	1.544876276
101121009	0.677716411
101106238	-1.941069527
101118160	-1.399047692
101113311	-1.137492763
101122852	-2.789727974
101109808	0.619882534
101103704	1.368828345
101102637	-1.194139656
101110698	1.386996331
101112173	-2.145047737
101107490	1.404419913
105604507	-1.929534107
101119783	-0.579950671
100337686	-6.109691995
101101993	0.84697949
100620048	1.075909944
101121671	-0.56842018
105607844	-2.93882641
101107622	0.951947409
101109507	0.666740136
101104245	-0.756657844
101118045	-0.804383631
101109086	-1.376242961
101105512	-0.81498091
101112978	-0.648265949
101112736	0.843067096
101104843	0.472927221
101120155	1.266511634
101122520	0.516899705
101123247	1.244143612
101104730	0.503088111
101115286	-0.73817393
101104259	-0.595736839
100272215	-3.478809014
101115044	-2.863269055
101114650	-2.014839056
101106406	-0.767073496
101110580	1.252647962
101113603	0.66583215
443122	1.590203702
101117451	-1.525338763
101106095	1.263667684
101111816	0.538696898
101105403	0.491602398
101109920	-0.616290317
101102511	-3.975623061
101112765	1.091993092
101107390	2.093051015
101103416	-1.020145434
101104207	1.153955542
101107923	-1.790191127
101108694	1.335731513
105603547	0.932203324
101108702	-1.042068118
101109381	-0.878973235
101112475	3.319266432
114114907	-0.969350517
101113666	1.745458133
101123639	-1.027081955
101122734	1.322552183
101122741	1.177991109
101119246	-0.905325442
101110987	3.250257566
101116565	0.960405044
105615721	-2.215707154
114110058	0.853541538
101109793	1.430332266
101113709	0.705654835
101115836	-1.173840064
101110143	-0.665309344
101117483	-1.287878849
101102458	-1.425395734
101106600	1.113175772
101111138	2.151993189
100302348	-0.905126377
101102642	-1.27819871
101113702	-0.972884304
101114060	0.547822928
101107564	2.117892513
101101879	-1.414934768
101120237	-1.083441208
105607736	1.361815509
101116825	1.030668548
114110571	-0.720501569
101113201	-0.702958228
101122413	0.902207521
101110924	0.814583446
101104751	-0.801329913
101110072	0.417834132
101104106	-5.750077127
101102920	1.375823471
101102884	-1.310563291
101120344	0.757386698
101112051	-1.378751037
114117274	-1.212806629
101120180	-0.969373922
101111129	-0.993192788
101110290	1.263495046
101119851	-0.640029358
101117085	-1.338240466
101118651	-0.91612981
101118681	-1.155933837
101118441	-5.694071307
101105398	0.851468446
101106701	0.713223176
101116684	3.271353859
105603599	-2.390713062
101117421	0.475115183
101123395	-0.823869029
101111575	0.890472861
101102867	0.58476486
101123627	3.298321786
101112074	0.762491737
101112710	-0.84397713
100135689	1.168975948
443519	1.764130727
101118413	0.630275633
101121932	0.953587305
101105438	0.67461783
101117545	-0.793589204
101115334	0.966328596
101103546	-0.744100703
101102869	-1.590585607
101109680	0.550599733
101114945	1.350981396
101109536	1.156954688
101106188	-3.781045167
101109164	-1.519791246
101110801	0.653831945
101103637	0.655071008
114115281	0.993988833
114117264	0.974835958
101102095	0.691480927
101111673	0.592153682
100125623	-1.284737822
101120169	3.238311485
101122558	-0.638837657
101120673	1.877145631
105609117	-1.195638702
101114008	-1.650812275
101121424	-0.765865837
101122409	-2.81203343
101110444	1.12223631
100036758	1.386753828
101118193	-0.720998191
101123359	0.696593384
101120946	1.476703126
101114713	0.710909917
105602432	1.947930365
101120390	0.704037785
101120034	0.668830596
443093	0.789678622
101105203	0.912756043
101117962	1.721336653
101106490	0.672692954
101115472	0.979161711
101105124	-2.443535391
101122451	-0.758940804
101116418	1.520543918
780471	-1.142535244
101103858	0.494369779
101112470	0.891732086
101110172	2.2871204
101114654	-2.042382474
101106659	1.555176406
101110654	0.581221533
114114229	2.161029861
101107444	0.697906732
101104621	-1.46863281
101103532	1.848495139
101105979	-1.44762277
101117822	1.185239284
101109449	1.638261138
101109410	-3.011147115
101122693	-2.132781774
101104610	0.462887279
114108853	-1.804558861
101108665	0.755244691
101113943	-0.831283721
101105524	1.08732155
101102021	-0.928560443
101109448	-1.418732706
101114572	1.073346005
101104451	-1.451648369
105605032	1.438179517
101120678	-1.506415424
101112079	-1.472367852
105607625	-1.139796241
101104765	-0.777885716
443384	1.091728749
101108852	-0.821868963
101110899	1.734861287
114116357	-5.008731752
101109550	0.487339033
101102974	1.302928117
101119224	1.08597364
101110540	-1.218059645
101114252	1.079089916
101103228	0.730755711
101118948	-0.843596518
101114885	-2.765685055
101116239	0.728544909
101120444	-1.459560762
101106306	-0.891696334
101107936	4.719123945
101122069	0.672500742
101107655	0.700884152
101112494	1.356302772
101111572	0.823684935
101118483	0.809573523
101120128	0.669747088
101102102	0.821826825
101121087	-1.232380093
101107446	-0.550710509
101121030	0.469869303
105607892	-2.88011325
105603737	-4.277471619
100302545	-0.575299213
114118720	1.69662998
101116493	1.088169701
101107825	1.122778301
101113121	-1.150886527
443225	-3.406455571
101116059	-1.229641902
101119124	-2.141320858
114114078	5.69281804
114108605	-0.972551105
101108092	-1.152372719
101116812	-0.837972349
100144753	-1.018388479
101119743	-2.161330499
100294600	0.649036725
101115148	-0.813765671
101115592	-0.884797259
101116739	0.744657277
101109579	-0.490112494
101108760	-2.264768134
114117766	1.223258801
114110142	-1.407510868
443298	0.899804559
101118411	-0.904712162
101118616	-0.735667226
101108968	-1.036826989
101117705	-7.609078003
114112952	-0.925156392
101103709	0.75630324
101104173	-1.112697621
101115751	0.503735077
101120524	1.197724788
101118457	1.307352632
101112083	1.577377776
101117461	0.548868216
101109591	-0.892942766
114112963	-2.245818284
101111344	1.183288657
101104056	2.333395315
101103777	0.708770869
101106318	0.739217652
101116453	0.528402844
114118061	-0.667444474
101106275	-0.95614713
114114493	-1.106062117
101101982	-3.230404999
114109611	-0.983252812
101115489	2.237053774
101109782	0.662731212
101118619	0.836507272
101117115	1.112969908
101104367	-0.836113885
114110096	1.971277756
101114819	-0.518694431
114114519	3.567754153
443087	0.662751858
100135691	0.569102856
105612888	1.061371401
101112148	-0.687395971
101105361	1.143890349
101104376	-1.420671481
101118394	0.751378535
101108614	-0.963438051
101121793	0.855697984
101113212	-1.764809956
101109450	-0.544270194
100913155	-1.450803432
101108565	0.860055085
101115792	-1.449156419
101118221	0.533802981
101106014	0.627573663
101107931	1.027258691
101110066	0.767991171
100216463	0.511262899
101104519	-0.842294461
101111937	0.736047512
101108634	0.722119827
101108524	-0.637177288
101104113	-1.141975173
101110635	1.279547336
101118293	-0.740631773
101104201	-1.128761867
101113409	-1.943466617
101104261	0.749865681
101104013	0.87097298
101110736	-0.724089295
101113450	-0.949858027
114115289	1.265530387
101115067	1.112069951
101115998	-1.289826537
101121346	-0.834454853
101109194	0.578312185
101106908	2.352743094
100101227	-0.782785652
101104503	0.745556812
101105616	0.539554348
101107971	1.007751191
443115	0.537239901
101120082	0.721279575
101106083	-0.565442123
101116240	0.638993593
101120937	-0.714525556
105602101	-1.80977597
105604154	0.533574898
100192423	1.34463903
105603281	-1.288259207
101103556	2.565578912
101107524	-0.716774091
101122395	0.793218226
106990094	-0.759030233
101116681	-5.69570118
114110588	-1.73538322
101120355	6.177704849
101112456	-2.134349645
101107594	0.530499392
101116203	-2.617700376
101114158	0.474339809
101110717	0.418464117
101121815	-0.575602681
101118800	0.885834724
101114915	0.716758672
101119982	0.497066715
101120787	0.706998216
101120590	0.930800943
101108627	-0.916897422
101119890	-2.30240258
101103808	0.967293283
101110740	-0.850870109
101120936	1.244919725
101109493	-1.409776345
101105659	-0.838683876
101112982	0.992111168
114116419	6.684766349
101121789	1.441349765
101119074	-1.318005116
101108612	1.386937738
101120134	1.45481102
443199	-2.104403168
101119833	-1.310836716
101106157	-0.758501408
100302065	0.619892363
101111021	-0.915465822
101102435	1.239917273
101116962	-1.729449753
101106541	-3.249477787
101115382	-2.329160606
101120296	-1.182940713
101102150	-0.767269319
101123314	-2.044570099
101118929	1.418056778
114115384	-1.643904621
101104194	0.838150524
101107225	0.750792106
101118463	-1.209008463
101107345	0.62923101
114118014	-1.152567482
101111770	-0.932760218
101111957	0.667699568
105607356	-2.841061646
101105649	0.814699173
101120409	-2.520852553
101118121	-1.675538256
101113871	0.745870063
101107153	0.650163218
101115992	1.191585549
101112837	-1.775820093
101109669	1.63416012
101107727	2.95002866
101114411	-0.879155538
101121422	0.761496117
101113208	-3.477977607
101104664	0.458155991
101111588	1.291162346
101116316	1.223197695
101116435	0.685811334
105608253	0.899266892
101110454	0.978527884
101102611	-0.680236219
114108624	-1.58709255
101104921	1.005699655
101107717	-0.609484601
101114710	-4.496771936
101104418	1.019065045
101102666	-1.063466857
101109297	-0.639803793
101111349	0.993030676
101106759	-1.174015726
101120609	-3.139437369
101105335	-0.904027391
114113913	1.760357411
105603371	-1.929524431
101113785	0.864341912
101114640	-0.505326601
101116432	-1.132436562
101113838	1.043656844
101114517	-0.671336426
443354	4.276546078
101122372	0.6494579
101116440	-2.596131838
114114000	1.06128022
101123035	-0.648942043
101105268	5.732652106
101107465	-1.703621881
101120970	0.910105047
101103745	-4.489990816
101102863	0.727635511
101115673	0.89242231
101102060	-1.025174606
101120238	-0.746284344
101107913	-1.149340492
101111299	0.557997927
101113446	0.537133427
101115457	0.775315185
101114805	1.812547583
101120264	1.321960125
101107684	-3.825685301
101103892	1.660151787
101117693	0.56762689
101102374	-1.100290607
101103799	-0.961666362
114114837	-2.453768532
101119016	-0.645419523
102465992	-1.34988064
105610169	-0.844856519
114117562	-1.989688963
114117316	1.452558225
101122493	0.715883273
101107155	0.518798589
101105118	-2.943104652
101105459	0.777260222
101105843	-2.669515054
114116867	1.114901906
101121332	-2.120850148
114108684	-0.640449871
101113548	0.519331262
101115014	1.000219674
101105893	-0.743937714
100135698	0.987602937
101112309	-0.438981585
101113640	-0.531414454
106990546	-3.143228591
101105251	0.675835168
101107064	-1.352707071
101117337	1.356809222
101112793	-1.050291083
101111273	0.53468626
101122784	-0.690503743
101116871	-1.01166112
105613565	-1.790171051
105611362	-3.0369221
101119219	0.871733369
101102187	1.213965438
101110922	2.363253386
101104967	-0.857136986
101121999	0.791071843
101116293	-1.264793107
101110995	0.793291154
101102937	-0.651337786
101102837	1.112642317
443077	1.185253751
101112958	1.353630022
101119596	-1.445131983
106990241	-2.77113444
101120288	-0.844069301
105606506	-0.914642758
101122975	-0.951736552
114109374	-1.257260095
101105480	0.959248108
443137	-2.883369142
101118688	0.645515407
101115477	-3.017460003
101121548	-2.310491465
101103885	0.587516454
101114867	-2.284388284
101119749	0.740714719
101115266	-0.991853812
101107276	-1.372587699
101105434	-1.44896157
101121348	-1.776650927
101101980	-1.158507257
101107965	0.4119479
101111739	0.694995836
101121804	-0.841219562
101101961	-1.107458645
101116236	0.930969864
101123598	-1.255272987
101115511	0.877367199
101113925	1.066296683
114109345	3.624218586
101116374	1.075448485
101109509	-0.80364599
101117406	-1.061880375
101119229	-0.795272075
101123197	0.486051167
101110712	1.936683356
114117998	-1.135324771
101112419	0.502064923
101116552	0.886629448
101113022	-1.577692973
101122546	0.407808623
100499499	0.762274787
101107952	1.693125167
101116978	0.766440129
101116273	-0.93411537
101115267	1.026146804
100885761	-1.002625124
101119238	-0.831313878
100145864	0.740098251
101107365	-0.676417049
101114545	-0.984214417
101119794	1.374494718
101110109	-1.106452884
101114680	-0.86155543
114111769	-4.297548844
101112754	0.582344544
101115904	1.597761202
101117855	0.833909411
101109043	0.562312012
105605776	-1.035557263
106990878	1.472752003
101103746	1.181299978
101112168	-1.321771897
101116296	0.664952147
101116157	-3.455922292
114113228	0.812889569
101105055	0.649381309
101121432	0.619704018
102466245	2.468058554
101102616	0.774635498
101122959	0.994072558
114109676	-2.738772437
101112642	1.97608584
101114600	-1.014399198
114112146	2.06707599
101118580	-2.168112312
101114971	-3.056973645
101105623	-1.287769721
101103060	0.743971568
101118684	-0.833246584
101109942	0.632766868
101102652	0.563178057
101121797	0.501554497
101113437	0.786409889
101102517	0.521460414
101114708	-0.560506184
101118636	0.882049424
101121228	-0.700822267
101107315	-0.787559013
101102988	-0.613089148
101114137	-1.013938374
101105091	0.676491621
101102912	-3.184787447
101113794	-1.283214745
101109667	0.678233035
101106680	0.746829947
114115264	1.011892321
101123475	0.624752739
443535	1.571389635
101119038	0.663177977
101102848	-0.944517589
101107664	-0.875459289
101123568	0.814503196
101111025	0.625704432
101108471	2.724846002
101122217	0.927854407
101120514	0.80554753
101114090	0.552419468
101102219	1.006241678
101114648	0.513427034
101114984	-1.636272736
101120136	-0.765759975
101102875	-1.591279158
101116516	0.577932886
101116029	-2.987257702
101119386	1.521359267
101107286	-1.355762527
101122388	0.506043305
101116178	1.79146561
101115914	1.046746976
101114199	0.847614073
101108952	0.669933287
101104753	-2.354142922
105612463	-2.170379636
101109432	1.125970802
100529154	0.930555848
101115763	-1.573183765
101113910	0.930352393
114118882	3.006477009
101112474	-0.984659411
101109506	-3.491275279
101106150	-0.761224806
101123468	0.744649145
101117196	0.811820144
101119108	0.732958676
101114100	0.858890164
105604994	-0.784344557
101110947	2.74266166
101111778	-2.711198324
100135690	0.618125725
100820755	-1.53177888
101123136	-3.01246313
101113692	0.59310813
443524	3.135535874
101122469	-0.700737575
101114075	1.096900454
100302558	0.534105725
114108771	0.703822464
101115556	-0.682008682
101118005	-1.402188636
105611754	-2.437000748
101102764	1.109573939
101103147	-0.442084662
101108802	0.785707064
101106228	-1.733827917
101122588	0.997257672
443050	3.434970901
101121263	0.77146284
105602963	-3.033504144
101106920	0.66019749
101117983	-0.857011174
100216438	0.964614384
101123546	0.601906222
101102638	0.555923801
101113321	-1.137327535
101113676	1.349334697
101112400	-0.611882764
100145857	-0.803633466
101116423	-1.473557129
101102855	-0.862482036
101112670	0.602229724
101109045	0.784352498
101104866	-0.723417988
101121672	-0.650376977
101114123	-2.84369634
101122058	0.431029675
101103661	-0.725367946
101108698	-0.708059145
101106156	-1.070434414
101119773	-1.941021888
105601964	-1.961318443
101122782	0.847027539
101109042	0.762362407
101121844	-0.870782717
101108243	2.529110778
101108807	-0.513224554
114116119	-1.662255518
101114321	1.100360954
101111931	-1.252118535
105604649	-2.087029532
101116108	0.483697781
101115771	-0.871056069
105608213	-0.982095313
100820751	1.269033114
101122286	0.935399853
101107366	-0.729616734
101123155	0.874903197
101114169	-0.745228567
114114097	1.297355613
443488	-1.383581573
101113848	0.449198665
101105283	0.774039025
101123342	0.644627343
101112690	1.155170392
101118655	-3.153482357
101118138	-0.678814136
100147787	0.731915109
780487	0.884852949
443271	-3.360292974
101105352	-1.036700586
101104108	0.534367516
101119130	0.844026919
101111541	2.699731244
101123124	0.887507515
101109383	-0.962909671
101106142	0.495553541
101103164	-2.823834717
101108965	-5.946475871
101113954	0.750657944
101116874	-0.894742837
101117591	-1.985992554
101122244	0.626290744
105604875	-1.906790696
101112725	-1.060626523
101119874	0.571539232
101114084	2.183452415
101122445	0.884568831
101108985	-1.562443401
101115004	-1.063659053
101116887	0.610521926
101113917	-1.214842789
101119250	0.355152611
101118642	0.975815782
101113801	-0.648465477
102466860	-3.054732131
101106017	-1.228480676
101118371	-3.363483578
101123036	-1.846879007
101107241	0.789365696
101118861	0.475671938
100302744	-0.742023161
101110909	0.541990867
101109876	-2.572070052
105605855	-4.991268354
101106727	-0.920424248
101116367	0.459673006
114111468	3.215156999
101101853	0.545239978
101122432	-0.404540031
114117234	1.997503337
101114265	-0.804203085
101117881	0.838674759
101103938	0.607699026
101123416	0.612180034
101117919	0.515237486
114114570	-1.475384611
101114448	-0.933572152
101122308	0.718261635
101118183	0.799967745
101112917	0.782358524
101122615	0.703505619
106990110	0.694231467
101103368	-0.974050736
101107451	-0.642698134
101106433	1.539389617
101116146	-2.025825918
101110254	-1.109535925
101104174	-2.302115302
101120047	-0.699374296
101109814	-1.237186838
101116628	-1.535434736
101115705	-1.258188603
101115210	0.994317529
101104818	-0.846728338
101117148	-0.738922796
101119997	-0.751522221
101106182	-1.263370938
101109384	-0.661101811
101122606	1.193335186
443333	1.135441202
101120405	-2.049898048
114114551	-2.858350858
101107110	-2.423683069
443059	0.66682697
101120985	0.768739509
101107844	0.67688409
101112454	-1.916141191
101105366	0.902197996
101112562	0.680283926
100125351	0.996046848
101108668	-0.694332916
105611012	-1.391918679
101110253	2.552244693
101108374	-0.704241013
101112750	0.446629085
101114244	0.884141395
101118967	0.728687115
101106862	0.607508197
101105799	1.109527856
114112240	0.703081297
106991148	-3.4699519
101105454	-1.063054221
101107386	-0.916851628
101123304	-1.183145035
101106758	0.866543396
105605976	-1.877804077
101122496	1.9879816
101114928	1.832115884
101110378	-0.988548672
101102499	1.681747954
100302315	-0.805205848
101115939	-1.447688669
101102810	0.827506867
101102785	0.457300491
101104149	-0.870609984
101103145	0.436433212
100302096	0.674470217
101107605	-1.847447719
443287	1.680848327
101111160	1.320492458
114112921	5.832933854
101111809	-0.730828352
101106827	-1.464651606
101123551	-0.674459092
101116315	-0.840651008
101111769	-3.388304699
101117220	-0.563505974
101105446	0.836225418
101114944	0.777873785
114110247	1.632144413
100037677	0.753751112
101114449	-1.0433563
101115484	0.773556096
780447	1.320256513
100302347	0.81957002
101110731	1.435420505
101106212	-0.717628615
101121034	-1.624114576
101107877	-1.392606174
101112153	-0.68681785
101118048	0.683322504
101108816	-0.794705318
101103375	1.273062195
100135444	0.689671288
101123318	-1.992472852
443108	-2.018711374
101109037	-0.543117429
101116170	-1.184823506
101122111	0.838338086
105611350	0.635541216
101111972	-4.245429368
101118722	0.548828761
101114282	-1.269009689
101112939	-1.300781066
101104076	0.53705305
101112180	-0.745932968
101110836	-2.511412054
101113075	-3.679288952
101116782	-1.11601115
101103655	-0.789416334
101111615	0.988779276
101105343	0.729393587
101111049	1.95486248
105610254	-1.03076171
100500782	-1.254250505
101112542	-0.877340274
101123222	-2.598875848
101110957	0.766900041
101112350	0.552679089
101107006	-0.736724713
101120268	-0.740959038
101115591	1.30018076
114109428	1.099309004
101109443	-0.605798993
114108760	0.82098377
100216315	0.53105808
101111528	-0.694338581
101106250	-2.569227218
114116625	1.231205626
101106371	1.342140987
101120144	0.69909837
101109728	-0.721353905
101111709	2.432241262
101105865	0.725838793
100216465	0.854240899
101109725	1.064370062
101122412	0.790326881
101112289	0.514956906
101106273	0.843082674
101107886	-0.693355932
101104469	0.671602993
101105693	0.569247487
101108307	1.444312527
101114352	0.968224559
101119428	-0.964206558
101121145	-1.185722018
114116897	-2.122545249
101104585	-0.79573115
101117396	0.681712434
101110355	0.577970884
101114584	0.838552067
101119953	-0.554593882
101113240	-1.209365626
101121716	-0.759039373
101107610	0.637588439
101113902	-0.933689999
101115283	0.943527018
101114370	0.66981767
101102283	-0.660625538
105612077	-1.163657245
114114578	-1.64408669
101118003	0.789597535
101102402	-1.327982504
101117139	-0.495115342
101121720	-0.797160864
101108505	0.829745635
105608368	-1.396786505
101120052	1.100361648
101105516	-2.617036833
101116065	0.537503572
101104704	1.73369687
101106706	0.969408523
101110915	-2.145565457
101103501	-0.675148256
101103862	4.8108299
101107566	-1.264452311
114117229	-1.476024899
101104099	-0.583037915
114117325	2.813278918
101110150	-1.117111431
101103329	1.358794103
101119407	-0.516671373
101104073	0.843084903
101121989	-1.014139467
101112641	0.852577642
101109473	0.708445652
101110485	0.629175729
101107462	0.777455409
101103292	1.236054049
101116298	-1.247976336
101113131	-1.837544706
101116618	-0.895005422
100294596	4.085302918
101108165	-1.062336538
101114393	-0.787390459
101120569	-1.527790336
101102552	2.419083947
101108792	0.613778222
101113616	0.706450374
106991220	-3.083625183
105605819	0.884583418
101105760	-1.348555828
105616457	-2.177020779
101122290	-0.542671909
101118896	0.501800675
101112213	-0.585664962
100135434	-1.758277094
101107288	2.603174321
101120852	0.660872309
443262	1.20473516
101119634	-0.863006367
